Category,Verb,Object,Temp,Difficulty,Desc,,,,,,,,
Creative Activity,Build,a chair,Today,Hard,Who wouldn't want to Build a chair Today?,,,,,,,,
Creative Activity,Build,a treehouse,In the Next Hour,Easy,Take the chance and Build a treehouse in the next hour.,,,,,,,,
Creative Activity,Build,a fort,Now,Hard,Don't wait : Build a fort Now might just be what you need!,,,,,,,,
Creative Activity,Build,a bridge,Now,Hard,Don't overthink : just Build a bridge Now!,,,,,,,,
Social Interaction,Talk to,a stranger,Now,Hard,Why not Talk to a stranger Now? It could make your day better.,,,,,,,,
Social Interaction,Talk to,a friend,Now,Easy,Why not Talk to a friend Now? It could make your day better.,,,,,,,,
Social Interaction,Talk to,your boss,Now,Easy,Think about it : Talk to your boss Now could be fun!,,,,,,,,
Social Interaction,Talk to,yourself in the mirror,Today,Easy,Why not Talk to yourself in the mirror Today? It could make your day better.,,,,,,,,
Social Interaction,Talk to,your cat,In the Next Hour,Easy,Think about it : Talk to your cat in the next hour could be fun!,,,,,,,,
Social Interaction,Talk to,your neighbor,Now,Easy,Make your day meaningful and Talk to your neighbor Now.,,,,,,,,
Social Interaction,Talk to,your parents,Now,Easy,Life's too short not to Talk to your parents Now.,,,,,,,,
Social Interaction,Talk to,your therapist,Today,Easy,Don't overthink : just Talk to your therapist Today!,,,,,,,,
Social Interaction,Talk to,a child,Today,Easy,Sometimes all you need is to Talk to a child Today.,,,,,,,,
Social Interaction,Talk to,a customer service representative,In the Next Hour,Easy,Sometimes all you need is to Talk to a customer service representative in the next hour.,,,,,,,,
Social Interaction,Ask to,a friend for advice,Now,Hard,Sometimes all you need is to Ask to a friend for advice Now.,,,,,,,,
Social Interaction,Ask to,your boss for a raise,Today,Easy,Sometimes all you need is to Ask to your boss for a raise Today.,,,,,,,,
Social Interaction,Ask to,a stranger for directions,Now,Hard,"Ask to a stranger for directions Now : sounds interesting, doesn't it?",,,,,,,,
Social Interaction,Ask to,a neighbor for sugar,Now,Hard,Think about it : Ask to a neighbor for sugar Now could be fun!,,,,,,,,
Social Interaction,Ask to,a teacher for extra credit,In the Next Hour,Hard,"Ask to a teacher for extra credit in the next hour : sounds interesting, doesn't it?",,,,,,,,
Social Interaction,Ask to,your sibling to help,Now,Easy,Make your day meaningful and Ask to your sibling to help Now.,,,,,,,,
Social Interaction,Ask to,someone on a date,Now,Hard,Don't overthink : just Ask to someone on a date Now!,,,,,,,,
Social Interaction,Ask to,a mentor for guidance,In the Next Hour,Hard,Don't wait : Ask to a mentor for guidance in the next hour might just be what you need!,,,,,,,,
Everyday Actions,Run,a marathon,In the Next Hour,Easy,Don't wait : Run a marathon in the next hour could be your next adventure!,,,,,,,,
Everyday Actions,Run,to the store,Today,Hard,Don't wait : Run to the store Today could be your next adventure!,,,,,,,,
Everyday Actions,Run,on the beach,In the Next Hour,Hard,Don't overthink it : just Run on the beach in the next hour.,,,,,,,,
Everyday Actions,Run,through the park,Today,Easy,Take a leap of faith and Run through the park Today.,,,,,,,,
Everyday Actions,Run,a race,In the Next Hour,Hard,Don't wait : Run a race in the next hour could be your next adventure!,,,,,,,,
Everyday Actions,Run,on a treadmill,Today,Easy,Don't overthink it : just Run on a treadmill Today.,,,,,,,,
Everyday Actions,Run,away from a problem,Now,Hard,Make your day interesting by choosing to Run away from a problem Now.,,,,,,,,
Everyday Actions,Run,to catch a bus,In the Next Hour,Hard,Why not Run to catch a bus in the next hour? It could be a great idea.,,,,,,,,
Everyday Actions,Run,a charity run,Today,Hard,Run a charity run Today : sounds like a plan!,,,,,,,,
Everyday Actions,Run,in the rain,Now,Easy,Who wouldn't want to Run in the rain Now?,,,,,,,,
Everyday Actions,Cook,pasta,Today,Easy,"If you Cook pasta Today, it might just make you smile!",,,,,,,,
Everyday Actions,Cook,a pizza,Today,Hard,Don't wait : Cook a pizza Today could be your next adventure!,,,,,,,,
Everyday Actions,Cook,a cake,In the Next Hour,Easy,Cook a cake in the next hour : sounds like a plan!,,,,,,,,
Everyday Actions,Cook,an omelette,Today,Hard,Don't wait : Cook an omelette Today could be your next adventure!,,,,,,,,
Everyday Actions,Cook,a soup,Now,Easy,Take a leap of faith and Cook a soup Now.,,,,,,,,
Everyday Actions,Cook,a BBQ,In the Next Hour,Hard,Think carefully : or just go ahead and Cook a BBQ in the next hour!,,,,,,,,
Everyday Actions,Cook,a stir-fry,Today,Easy,Think carefully : or just go ahead and Cook a stir-fry Today!,,,,,,,,
Everyday Actions,Cook,a curry,In the Next Hour,Easy,Cook a curry in the next hour : sounds like a plan!,,,,,,,,
Everyday Actions,Cook,a family dinner,In the Next Hour,Hard,Cook a family dinner in the next hour : sounds like a plan!,,,,,,,,
Everyday Actions,Clean,the kitchen,Today,Easy,Clean the kitchen Today : sounds like a plan!,,,,,,,,
Everyday Actions,Clean,your bedroom,In the Next Hour,Easy,Who wouldn't want to Clean your bedroom in the next hour?,,,,,,,,
Everyday Actions,Clean,a closet,Now,Hard,Make your day interesting by choosing to Clean a closet Now.,,,,,,,,
Everyday Actions,Clean,the car,In the Next Hour,Easy,"If you Clean the car in the next hour, it might just make you smile!",,,,,,,,
Everyday Actions,Clean,a shelf,In the Next Hour,Hard,"If you Clean a shelf in the next hour, it might just make you smile!",,,,,,,,
Everyday Actions,Clean,the garage,In the Next Hour,Hard,Clean the garage in the next hour : sounds like a plan!,,,,,,,,
Everyday Actions,Clean,the windows,Now,Hard,Who wouldn't want to Clean the windows Now?,,,,,,,,
Everyday Actions,Clean,a mirror,Now,Easy,Don't wait : Clean a mirror Now could be your next adventure!,,,,,,,,
Everyday Actions,Drink,water,Today,Hard,Take a leap of faith and Drink water Today.,,,,,,,,
Everyday Actions,Drink,coffee,Today,Easy,Take a leap of faith and Drink coffee Today.,,,,,,,,
Everyday Actions,Drink,tea,Now,Easy,Why not Drink tea Now? It could be a great idea.,,,,,,,,
Everyday Actions,Drink,a smoothie,In the Next Hour,Easy,Think carefully : or just go ahead and Drink a smoothie in the next hour!,,,,,,,,
Everyday Actions,Drink,orange juice,Now,Hard,"If you Drink orange juice Now, it might just make you smile!",,,,,,,,
Everyday Actions,Drink,a milkshake,Today,Hard,Don't wait : Drink a milkshake Today could be your next adventure!,,,,,,,,
Everyday Actions,Drink,soda,In the Next Hour,Easy,Take a leap of faith and Drink soda in the next hour.,,,,,,,,
Everyday Actions,Drink,wine,Now,Easy,Don't wait : Drink wine Now could be your next adventure!,,,,,,,,
Everyday Actions,Drink,a protein shake,Now,Easy,Don't wait : Drink a protein shake Now could be your next adventure!,,,,,,,,
Creative Activity,Sing,a song,In the Next Hour,Easy,"If you Sing a song in the next hour, it might just make you smile!",,,,,,,,
Creative Activity,Sing,a lullaby,In the Next Hour,Hard,Sometimes you just need to Sing a lullaby in the next hour.,,,,,,,,
Creative Activity,Sing,a karaoke hit,In the Next Hour,Hard,Why not Sing a karaoke hit in the next hour? It could be a great idea.,,,,,,,,
Creative Activity,Sing,the national anthem,Today,Hard,Sometimes you just need to Sing the national anthem Today.,,,,,,,,
Creative Activity,Sing,a Christmas carol,Now,Easy,Make your day interesting by choosing to Sing a Christmas carol Now.,,,,,,,,
Creative Activity,Sing,a nursery rhyme,Now,Easy,Sometimes you just need to Sing a nursery rhyme Now.,,,,,,,,
Creative Activity,Write,a novel,Today,Easy,"If you Write a novel Today, it might just make you smile!",,,,,,,,
Creative Activity,Write,a shopping list,In the Next Hour,Hard,"If you Write a shopping list in the next hour, it might just make you smile!",,,,,,,,
Creative Activity,Write,a thank-you note,Now,Easy,"If you Write a thank-you note Now, it might just make you smile!",,,,,,,,
Creative Activity,Write,a poem,In the Next Hour,Hard,"If you Write a poem in the next hour, it might just make you smile!",,,,,,,,
Creative Activity,Write,a letter,Now,Hard,Make your day interesting by choosing to Write a letter Now.,,,,,,,,
Creative Activity,Write,a recipe,Today,Easy,Why not Write a recipe Today? It could be a great idea.,,,,,,,,
Creative Activity,Write,a blog post,In the Next Hour,Easy,Take a leap of faith and Write a blog post in the next hour.,,,,,,,,
Creative Activity,Write,an apology,In the Next Hour,Easy,Don't overthink it : just Write an apology in the next hour.,,,,,,,,
Creative Activity,Write,a postcard,In the Next Hour,Easy,Don't overthink it : just Write a postcard in the next hour.,,,,,,,,
Creative Activity,Write,a song,Now,Easy,Make your day interesting by choosing to Write a song Now.,,,,,,,,
Creative Activity,Paint,a portrait,In the Next Hour,Easy,Paint a portrait in the next hour : sounds like a plan!,,,,,,,,
Creative Activity,Paint,a sunset,Now,Hard,Don't overthink it : just Paint a sunset Now.,,,,,,,,
Creative Activity,Paint,a wall,Today,Hard,Take a leap of faith and Paint a wall Today.,,,,,,,,
Creative Activity,Paint,a canvas,In the Next Hour,Easy,Who wouldn't want to Paint a canvas in the next hour?,,,,,,,,
Creative Activity,Paint,a flower,Now,Hard,"If you Paint a flower Now, it might just make you smile!",,,,,,,,
Creative Activity,Paint,a landscape,Now,Hard,Sometimes you just need to Paint a landscape Now.,,,,,,,,
Creative Activity,Paint,a still life,Today,Easy,Why not Paint a still life Today? It could be a great idea.,,,,,,,,
Creative Activity,Paint,a door,In the Next Hour,Easy,Sometimes you just need to Paint a door in the next hour.,,,,,,,,
Creative Activity,Build,a bookshelf,Now,Easy,Why not Build a bookshelf Now? It could be a great idea.,,,,,,,,
Creative Activity,Build,a sandcastle,Today,Hard,Sometimes you just need to Build a sandcastle Today.,,,,,,,,
Creative Activity,Build,a model airplane,Now,Hard,Build a model airplane Now : sounds like a plan!,,,,,,,,
Creative Activity,Build,a Lego set,Now,Hard,Who wouldn't want to Build a Lego set Now?,,,,,,,,
Creative Activity,Build,a birdhouse,Today,Easy,Why not Build a birdhouse Today? It could be a great idea.,,,,,,,,
Creative Activity,Build,a robot,Now,Easy,Build a robot Now : sounds like a plan!,,,,,,,,
Creative Activity,Build,a chair,Today,Easy,Think carefully : or just go ahead and Build a chair Today!,,,,,,,,
Everyday Actions,Drink,water,Today,Hard,Enjoy the process of Drink water Today.,,,,,,,,
Everyday Actions,Drink,coffee,In the Next Hour,Easy,Drink coffee in the next hour might be exactly what you need.,,,,,,,,
Everyday Actions,Drink,tea,Now,Easy,Take a moment to Drink tea Now.,,,,,,,,
Everyday Actions,Drink,a smoothie,Now,Easy,Drink a smoothie Now sounds like a great idea!,,,,,,,,
Everyday Actions,Drink,orange juice,In the Next Hour,Easy,Make your day better by choosing to Drink orange juice in the next hour.,,,,,,,,
Everyday Actions,Drink,a milkshake,Today,Hard,"Don't overthink it, just Drink a milkshake Today.",,,,,,,,
Everyday Actions,Eat,a sandwich,In the Next Hour,Easy,Brighten your day with Eat a sandwich in the next hour.,,,,,,,,
Everyday Actions,Eat,pasta,In the Next Hour,Hard,Eat pasta in the next hour might be exactly what you need.,,,,,,,,
Everyday Actions,Eat,a salad,In the Next Hour,Hard,"Don't overthink it, just Eat a salad in the next hour.",,,,,,,,
Everyday Actions,Eat,an apple,Now,Easy,Eat an apple Now : a productive use of time.,,,,,,,,
Everyday Actions,Eat,a cake,Now,Easy,Eat a cake Now sounds like a great idea!,,,,,,,,
Everyday Actions,Walk,to the park,Now,Easy,Brighten your day with Walk to the park Now.,,,,,,,,
Everyday Actions,Walk,on the beach,In the Next Hour,Easy,Why not Walk on the beach in the next hour?,,,,,,,,
Everyday Actions,Walk,around the block,Today,Easy,Brighten your day with Walk around the block Today.,,,,,,,,
Everyday Actions,Walk,to the store,Now,Easy,Walk to the store Now : a productive use of time.,,,,,,,,
Everyday Actions,Walk,in the forest,Now,Easy,Take a moment to Walk in the forest Now.,,,,,,,,
Everyday Actions,Sleep,in a bed,Today,Hard,Sleep in a bed Today might be exactly what you need.,,,,,,,,
Everyday Actions,Sleep,on a couch,In the Next Hour,Easy,"Don't overthink it, just Sleep on a couch in the next hour.",,,,,,,,
Everyday Actions,Sleep,under the stars,In the Next Hour,Hard,Sleep under the stars in the next hour might be exactly what you need.,,,,,,,,
Everyday Actions,Sleep,in a hammock,In the Next Hour,Easy,Make your day better by choosing to Sleep in a hammock in the next hour.,,,,,,,,
Everyday Actions,Sleep,in a tent,Now,Hard,Sleep in a tent Now might be exactly what you need.,,,,,,,,
Everyday Actions,Cook,pasta,Now,Hard,Cook pasta Now : a productive use of time.,,,,,,,,
Everyday Actions,Cook,a pizza,Today,Easy,Enjoy the process of Cook a pizza Today.,,,,,,,,
Everyday Actions,Cook,a cake,In the Next Hour,Easy,Take a moment to Cook a cake in the next hour.,,,,,,,,
Everyday Actions,Cook,an omelette,Now,Hard,Cook an omelette Now : a simple but satisfying choice.,,,,,,,,
Everyday Actions,Cook,a soup,In the Next Hour,Hard,Make your day better by choosing to Cook a soup in the next hour.,,,,,,,,
Everyday Actions,Cook,a BBQ,Today,Hard,Why not Cook a BBQ Today?,,,,,,,,
Everyday Actions,Clean,the kitchen,In the Next Hour,Easy,Make your day better by choosing to Clean the kitchen in the next hour.,,,,,,,,
Everyday Actions,Clean,your bedroom,Today,Easy,Take a moment to Clean your bedroom Today.,,,,,,,,
Everyday Actions,Clean,the windows,In the Next Hour,Hard,Make your day better by choosing to Clean the windows in the next hour.,,,,,,,,
Everyday Actions,Clean,a closet,Now,Hard,Clean a closet Now : a simple but satisfying choice.,,,,,,,,
Everyday Actions,Clean,the car,Today,Easy,Clean the car Today might be exactly what you need.,,,,,,,,
Everyday Actions,Read,a novel,Today,Easy,Why not Read a novel Today?,,,,,,,,
Everyday Actions,Read,a comic book,In the Next Hour,Easy,Take a moment to Read a comic book in the next hour.,,,,,,,,
Everyday Actions,Read,a poem,In the Next Hour,Hard,Read a poem in the next hour sounds like a great idea!,,,,,,,,
Everyday Actions,Read,a newspaper,Today,Easy,Brighten your day with Read a newspaper Today.,,,,,,,,
Everyday Actions,Read,a recipe,Today,Easy,Read a recipe Today : a simple but satisfying choice.,,,,,,,,
Everyday Actions,Write,a letter,Today,Easy,Brighten your day with Write a letter Today.,,,,,,,,
Everyday Actions,Write,a poem,Now,Hard,Write a poem Now : a productive use of time.,,,,,,,,
Everyday Actions,Write,a recipe,Today,Easy,Write a recipe Today : a simple but satisfying choice.,,,,,,,,
Everyday Actions,Write,a blog post,Now,Hard,Write a blog post Now : a productive use of time.,,,,,,,,
Everyday Actions,Write,a shopping list,Today,Hard,Take a moment to Write a shopping list Today.,,,,,,,,
Everyday Actions,Run,a marathon,Now,Easy,Enjoy the process of Run a marathon Now.,,,,,,,,
Everyday Actions,Run,to the store,Now,Easy,"Don't overthink it, just Run to the store Now.",,,,,,,,
Everyday Actions,Run,on a treadmill,Today,Hard,Brighten your day with Run on a treadmill Today.,,,,,,,,
Everyday Actions,Run,around the block,Now,Hard,Enjoy the process of Run around the block Now.,,,,,,,,
